,year,month,day,new_york_city_temp,philadelphia_temp,pittsburgh_temp,orlando_temp,austin_temp,seattle_temp,delhi_temp,delhi_rain_inches,delhi_temp_model_one,delhi_temp_model_two
0,1995,1,1,44.0,41.3,44.1,66.7,48.1,41.3,50.7,0.0,52.347141171050666,2.0119999280001295
1,1995,1,2,41.8,37.8,25.5,63.9,39.0,39.8,52.1,0.0,52.28647297439892,2.017999757000984
2,1995,1,3,28.1,26.8,16.9,60.3,40.8,44.5,53.8,0.0,52.23311762107733,2.0239994240041472
3,1995,1,4,31.7,31.0,15.7,55.9,39.5,42.4,53.7,0.0,52.18709092142857,2.029998875012656
4,1995,1,5,21.3,19.8,7.6,52.1,34.6,39.2,54.5,0.0,52.1484065141571,2.0359980560314925
5,1995,1,6,27.9,26.9,19.6,59.1,48.4,35.9,54.3,0.0,52.11707586228768,2.0419969130680675
6,1995,1,7,42.8,38.2,32.7,70.4,50.0,39.9,57.1,0.0,52.093108249768605,2.0479953921327088
7,1995,1,8,35.5,34.9,26.5,54.4,52.7,45.9,55.6,5.6,52.076510778720746,2.0539934392391443
8,1995,1,9,34.4,33.3,26.8,51.0,58.6,49.0,54.0,61.5,52.067288367332964,2.0599910004049913
9,1995,1,10,29.9,30.6,21.4,55.4,66.2,49.3,52.4,0.0,52.0654437484048,2.0659880216522395
10,1995,1,11,30.7,32.9,32.4,60.5,69.2,47.5,54.8,0.0,52.070977468536654,2.0719844490077386
11,1995,1,12,35.5,40.5,48.9,63.3,69.1,46.0,54.5,0.0,52.08388788796782,2.0779802285036824
12,1995,1,13,47.2,51.4,59.8,68.1,57.7,47.0,55.5,0.0,52.104171181062384,2.083975306178096
13,1995,1,14,52.4,59.8,56.9,68.1,55.6,47.3,56.4,,52.13182133744287,2.0899696280753206
14,1995,1,15,56.9,65.0,58.4,61.8,54.3,44.9,55.8,1.5,52.16683016377118,2.0959631402465
15,1995,1,16,55.2,57.5,36.0,54.6,57.4,43.4,56.4,1.0,52.20918728617654,2.1019557887500646
16,1995,1,17,50.3,49.2,32.3,52.4,64.2,40.5,53.7,0.0,52.25888015332943,2.1079475196522193
17,1995,1,18,42.6,45.6,39.0,57.6,55.5,46.2,53.7,0.0,52.31589404016085,2.1139382790274253
18,1995,1,19,39.3,41.6,45.2,62.5,50.5,42.7,54.5,0.0,52.38021205222568,2.1199280129588893
19,1995,1,20,43.1,48.2,40.3,56.5,53.9,51.0,56.0,0.0,52.45181513070884,2.125916667539046
20,1995,1,21,43.2,40.4,30.5,51.9,55.1,51.0,56.3,0.0,52.53068205807287,2.131904188870045
21,1995,1,22,36.0,34.4,22.8,54.6,59.2,49.8,53.7,0.0,52.61678946434509,2.1378905230642347
22,1995,1,23,33.3,31.3,20.2,56.4,44.5,49.3,53.6,0.0,52.710111834042664,2.1438756162446473
23,1995,1,24,35.8,34.5,23.1,48.7,45.3,48.3,55.5,0.0,52.81062151373341,2.149859414545485
24,1995,1,25,38.3,38.8,22.8,48.3,51.7,50.2,58.0,0.0,52.91828872023005,2.155841864112603
25,1995,1,26,36.6,32.9,22.4,52.2,60.5,47.4,58.3,0.0,53.033081549415655,2.161822911103996
26,1995,1,27,34.3,32.0,21.5,56.6,63.4,46.9,59.8,0.0,53.15496598569749,2.1678025016902818
27,1995,1,28,28.2,29.9,28.5,63.6,61.2,48.2,61.4,0.0,53.28390591208662,2.1737805820551848
28,1995,1,29,26.0,28.0,25.5,68.7,48.8,49.6,60.3,0.0,53.41986312090009,2.179757098396022
29,1995,1,30,33.8,32.3,29.4,60.1,45.3,52.0,56.8,0.0,53.56279732508274,2.1857319969241873
30,1995,1,31,36.6,34.3,25.1,49.7,48.8,53.5,58.8,0.0,53.712666170145106,2.1917052238656343
31,1995,2,1,40.5,38.3,32.4,48.5,55.0,52.2,58.0,0.0,53.869425246713945,2.19767672546136
32,1995,2,2,40.6,40.4,32.6,54.8,61.4,47.6,57.0,0.0,54.033028103691734,2.203646447967891
33,1995,2,3,25.6,25.8,23.1,60.3,62.8,47.8,58.3,0.0,54.203426262021125,2.209614337657765
34,1995,2,4,31.3,30.6,25.9,58.2,56.7,48.6,58.5,,54.38056922905031,2.215580340820015
35,1995,2,5,24.7,22.7,10.2,51.5,57.6,48.5,58.3,0.0,54.56440451349508,2.2215444037606527
36,1995,2,6,11.1,11.4,4.2,50.0,52.5,51.1,58.5,0.0,54.754877640993186,2.227506472803152
37,1995,2,7,19.0,17.6,11.0,48.6,55.9,48.2,62.7,0.0,54.95193217024618,2.2334664942889315
38,1995,2,8,23.7,20.1,12.7,52.1,45.0,49.3,65.0,0.0,55.155509709744294,2.239424414577839
39,1995,2,9,22.3,20.3,14.9,41.2,51.1,46.3,66.3,0.0,55.365549935068984,2.2453801800486306
40,1995,2,10,33.0,30.3,29.4,52.6,58.9,44.1,67.6,0.0,55.58199060676844,2.2513337370994586
41,1995,2,11,39.6,36.6,26.4,63.8,56.5,43.3,66.5,0.0,55.8047675888005,2.257285032148349
42,1995,2,12,23.1,22.4,6.3,64.3,37.8,36.7,68.4,0.0,56.03381486753743,2.2632340116336866
43,1995,2,13,19.1,18.4,10.2,59.1,40.1,30.0,69.1,,56.26906457132732,2.2691806220146966
44,1995,2,14,27.5,26.2,18.7,63.8,40.8,28.2,66.8,7.6,56.51044699060583,2.2751248097719254
45,1995,2,15,29.8,27.5,30.8,70.0,59.1,37.5,62.4,2.8,56.75789059855265,2.2810665214077233
46,1995,2,16,39.9,37.9,37.6,71.6,56.4,43.0,62.5,0.0,57.01132207228649,2.2870057034467255
47,1995,2,17,39.4,40.6,31.7,72.5,49.6,47.1,63.5,0.0,57.27066631459219,2.2929423024363342
48,1995,2,18,40.5,37.3,35.7,73.4,52.8,47.9,66.6,0.0,57.53584647617363,2.2988762649471983
49,1995,2,19,40.6,39.3,41.9,68.7,61.1,53.9,64.0,0.0,57.806783978425884,2.3048075375736956
50,1995,2,20,43.1,43.7,40.2,63.2,63.4,56.2,64.9,0.0,58.08339853671973,2.3107360669344117
51,1995,2,21,38.1,39.9,34.6,60.7,65.7,50.3,62.1,0.0,58.365608184191714,2.316661799672623
52,1995,2,22,35.3,36.1,25.5,55.4,58.9,46.3,53.8,0.8,58.6533292960327,2.3225846824567746
53,1995,2,23,40.2,39.7,41.2,57.3,65.6,47.3,54.2,5.8,58.94647661426772,2.328504661980962
54,1995,2,24,43.3,42.6,33.0,64.3,63.3,49.6,58.3,0.0,59.24496327301975,2.3344216849654087
55,1995,2,25,31.2,32.1,26.7,64.1,55.7,48.2,59.7,0.0,59.54870082424993,2.340335698156948
56,1995,2,26,28.4,31.6,33.9,62.7,61.9,42.9,65.8,,59.857599263966634,2.346246648329501
57,1995,2,27,29.8,33.0,39.4,66.4,67.1,42.3,64.6,1.0,60.1715670588956,2.3521544822845564
58,1995,2,28,34.9,39.0,44.3,68.3,60.2,41.8,62.9,13.2,60.49051117360321,2.3580591468516485
59,1995,3,1,39.7,42.8,32.3,69.6,42.2,41.5,61.7,0.0,60.814337098064904,2.3639605888888355
60,1995,3,2,35.0,35.2,24.9,62.2,38.2,42.0,61.4,0.0,61.14294887567053,2.3698587552831794
61,1995,3,3,32.6,34.8,28.7,61.8,38.0,41.6,61.5,0.0,61.476249131658335,2.375753592951222
62,1995,3,4,35.4,35.9,36.2,66.3,43.8,44.0,60.9,0.0,61.8141391019693,2.3816450488394647
63,1995,3,5,39.0,41.1,41.1,68.4,59.9,38.7,63.7,,62.15651866251294,2.387533069924844
64,1995,3,6,44.0,44.2,46.6,68.0,61.4,39.4,63.3,0.0,62.5032863588363,2.3934176032152097
65,1995,3,7,45.8,48.6,56.5,71.1,56.4,41.1,64.7,0.0,62.85433943618712,2.399298595749802
66,1995,3,8,52.6,59.3,40.5,69.8,41.8,45.7,65.9,0.0,63.20957386996221,2.4051759945997278
67,1995,3,9,35.3,33.1,21.0,59.5,47.3,52.0,68.1,0.0,63.56888439653228,2.411049746868437
68,1995,3,10,27.6,28.6,19.8,54.1,50.3,51.1,64.3,10.7,63.93216454443374,2.416919799692199
69,1995,3,11,37.5,37.3,38.2,59.0,57.9,50.9,63.1,1.0,64.29930666591854,2.4227861002405784
70,1995,3,12,40.0,45.7,50.6,64.6,66.3,47.0,67.1,0.0,64.67020196885251,2.428648595716909
71,1995,3,13,51.2,50.1,55.6,65.1,65.9,50.3,68.5,0.0,65.0447405489528,2.434507233358772
72,1995,3,14,51.8,55.9,57.4,67.1,62.7,53.9,69.1,0.0,65.42281142235495,2.440361960438467
73,1995,3,15,51.2,52.3,58.9,66.3,60.7,48.8,68.8,0.0,65.80430255849971,2.446212724263491
74,1995,3,16,49.7,57.5,59.0,68.6,61.1,46.4,74.5,,66.18910091333021,2.4520594721770084
75,1995,3,17,49.0,56.9,50.5,67.5,63.5,51.5,74.5,0.8,66.57709246278925,2.4579021515583275
76,1995,3,18,47.6,50.9,41.5,65.5,66.3,52.1,76.3,0.0,66.96816223660721,2.4637407098233735
77,1995,3,19,46.3,50.3,48.3,64.8,68.0,48.4,76.1,0.0,67.36219435237012,2.4695750944251618
78,1995,3,20,45.6,47.6,59.6,63.8,69.1,48.8,76.5,0.0,67.75907204985818,2.4754052528542694
79,1995,3,21,51.4,56.2,49.1,67.7,70.9,47.0,74.8,0.0,68.15867772564428,2.4812311326393104
80,1995,3,22,49.2,49.6,39.9,69.4,74.0,41.5,76.3,0.0,68.56089296794252,2.487052681347406
81,1995,3,23,46.0,47.4,37.6,71.6,76.9,43.6,81.8,0.0,68.96559859169606,2.492869846584657
82,1995,3,24,43.6,46.9,38.8,73.7,73.1,42.6,82.3,0.0,69.37267467389434,2.4986825759966154
83,1995,3,25,41.6,44.0,39.0,70.7,71.2,42.2,75.4,,69.78200058910878,2.5044908172687563
84,1995,3,26,49.9,51.0,43.8,67.9,72.5,44.6,71.9,2.8,70.19345504523672,2.5102945181269467
85,1995,3,27,48.0,52.9,45.4,69.4,63.9,47.4,73.1,0.5,70.60691611944289,2.516093626337919
86,1995,3,28,46.7,49.0,44.3,73.0,59.8,52.6,78.1,0.0,71.02226129428779,2.5218880897097375
87,1995,3,29,47.9,49.1,40.8,71.6,51.8,55.2,76.0,,71.43936749403223,2.5276778560922715
88,1995,3,30,46.7,49.8,41.4,71.5,56.8,58.9,73.9,18.8,71.85811112110733,2.5334628733776623
89,1995,3,31,47.6,48.3,37.4,69.6,57.9,58.1,73.2,0.0,72.27836809273916,2.539243089500794
90,1995,4,1,45.8,45.2,35.3,64.0,61.2,50.1,74.9,0.0,72.70001387771715,2.5450184524397597
91,1995,4,2,44.1,45.9,38.3,63.3,60.5,50.8,74.9,0.0,73.12292353329534,2.5507889102163324
92,1995,4,3,44.2,46.6,46.4,61.6,63.3,53.8,74.3,0.0,73.54697174221565,2.556554410896431
93,1995,4,4,52.2,55.8,45.4,66.7,63.7,53.9,75.5,0.0,73.97203284984207,2.5623149025905883
94,1995,4,5,32.2,36.4,27.0,68.4,61.5,48.4,78.1,0.0,74.39798090139482,2.5680703334544175
95,1995,4,6,35.3,40.9,46.5,70.2,61.8,48.7,78.3,0.0,74.82468967927352,2.5738206516890805
96,1995,4,7,49.6,52.8,48.4,67.1,66.0,52.5,80.6,0.0,75.25203274045818,2.5795658055417516
97,1995,4,8,43.8,51.5,50.8,68.6,70.9,47.1,82.0,0.0,75.67988345397693,2.585305743306085
98,1995,4,9,48.1,57.1,52.9,70.9,72.1,46.6,84.1,0.0,76.10811503842957,2.591040413322679
99,1995,4,10,44.6,49.7,38.9,72.0,73.6,46.4,84.9,0.0,76.53660059955565,2.596769763979543
100,1995,4,11,48.1,50.5,53.4,74.3,59.8,47.3,80.9,,76.96521316783594,2.6024937437125595
101,1995,4,12,46.5,56.2,57.1,74.0,62.2,46.8,79.6,0.0,77.39382573611623,2.608212301005949
102,1995,4,13,55.1,56.5,44.5,74.3,69.1,48.0,78.7,0.0,77.82231129724231,2.613925384392735
103,1995,4,14,48.7,50.0,39.0,70.4,68.0,45.1,82.9,0.0,78.25054288169495,2.6196329424552056
104,1995,4,15,48.3,49.6,40.3,69.3,72.2,46.2,84.9,0.0,78.6783935952137,2.6253349238253767
105,1995,4,16,50.9,53.1,46.3,70.5,73.7,48.9,86.4,,79.10573665639836,2.6310312771854543
106,1995,4,17,50.3,55.1,53.0,74.1,75.2,51.1,86.2,0.0,79.53244543427707,2.6367219512682967
107,1995,4,18,53.1,56.2,58.3,76.3,68.9,45.6,82.9,0.0,79.95839348582982,2.642406894857875
108,1995,4,19,58.1,66.1,66.0,78.0,72.7,44.8,84.3,1.0,80.38345459345624,2.6480860567897366
109,1995,4,20,59.5,67.8,49.6,76.9,69.8,47.3,79.7,0.0,80.80750280237655,2.6537593859514614
110,1995,4,21,58.4,60.5,59.2,77.4,67.4,50.2,80.5,0.0,81.23041245795473,2.6594268312831257
111,1995,4,22,59.5,63.8,52.2,78.0,74.1,53.2,85.8,0.0,81.65205824293272,2.6650883417777593
112,1995,4,23,54.3,55.6,44.0,78.4,56.9,57.5,85.8,0.0,82.07231521456455,2.670743866481806
113,1995,4,24,52.3,52.8,43.9,76.5,57.4,56.8,87.9,0.0,82.49105884163966,2.6763933544955827
114,1995,4,25,54.5,56.9,42.9,68.1,60.9,54.5,90.4,0.0,82.9081650413841,2.6820367549737343
115,1995,4,26,56.6,57.5,48.7,67.4,65.6,59.7,89.3,0.0,83.323510216229,2.6876740171256945
116,1995,4,27,61.7,62.2,58.5,73.0,67.2,58.9,87.0,0.0,83.73697129043516,2.6933050902161426
117,1995,4,28,63.4,64.5,49.9,72.6,67.7,53.0,89.7,0.0,84.1484257465631,2.6989299235654585
118,1995,4,29,59.4,60.3,53.5,73.2,74.3,55.6,90.0,0.0,84.55775166177754,2.7045484665501798
119,1995,4,30,51.5,55.1,52.1,72.4,75.0,55.7,92.9,0.0,84.96482774397582,2.710160668603458
120,1995,5,1,50.7,52.6,49.2,75.7,74.6,56.0,90.8,,85.36953336772936,2.715766479215513
121,1995,5,2,50.6,50.1,48.7,77.9,64.0,53.2,86.9,0.0,85.7717486100276,2.7213658479340856
122,1995,5,3,57.2,57.5,48.6,77.0,68.6,54.1,90.5,0.0,86.1713542858137,2.7269587243648967
123,1995,5,4,62.9,61.4,53.5,76.5,76.7,55.2,89.4,0.0,86.56823198330176,2.732545058172095
124,1995,5,5,58.0,61.1,53.5,76.0,75.6,54.4,89.0,0.0,86.96226409906467,2.7381247990787148
125,1995,5,6,58.9,62.4,54.1,78.8,77.0,54.3,87.5,0.0,87.35333387288263,2.743697896867125
126,1995,5,7,57.9,61.2,55.3,76.2,77.0,54.2,92.3,0.0,87.74132542234167,2.7492643013794833
127,1995,5,8,55.6,59.5,57.7,76.5,72.1,57.4,89.6,0.0,88.12612377717217,2.754823962518187
128,1995,5,9,61.0,62.2,58.7,77.3,74.1,58.0,92.4,0.0,88.50761491331693,2.7603768302463227
129,1995,5,10,54.7,56.3,65.2,78.9,78.1,54.1,90.3,0.0,88.88568578671908,2.765922854588119
130,1995,5,11,52.0,59.2,59.1,77.4,70.9,52.4,93.0,0.0,89.26022436681937,2.771461985629394
131,1995,5,12,56.8,63.0,58.1,76.9,72.6,51.3,94.5,0.0,89.63111966975335,2.7769941735180055
132,1995,5,13,62.3,66.4,60.2,81.1,80.8,57.8,96.1,0.0,89.99826179123815,2.7825193684643006
133,1995,5,14,58.9,58.1,67.9,84.1,82.6,65.2,95.5,0.0,90.3615419391396,2.788037520741561
134,1995,5,15,56.1,63.9,64.9,82.9,82.4,66.0,94.7,0.0,90.72085246570967,2.793548580686454
135,1995,5,16,62.8,67.4,61.5,82.4,79.8,60.4,98.7,0.0,91.07608689948476,2.7990524986994774
136,1995,5,17,63.7,66.6,64.8,81.9,79.4,53.9,97.4,0.0,91.42713997683558,2.804549225245406
137,1995,5,18,67.1,72.2,57.7,82.8,76.3,53.9,95.2,0.0,91.77390767315894,2.810038710853738
138,1995,5,19,58.3,63.9,54.9,82.5,69.8,57.6,96.2,0.0,92.11628723370258,2.8155209061191404
139,1995,5,20,63.5,64.7,62.5,77.3,70.7,61.7,96.1,0.0,92.45417720401355,2.820995761701892
140,1995,5,21,70.3,70.7,65.2,77.8,72.3,65.3,95.0,0.0,92.78747746000136,2.826463228328331
141,1995,5,22,69.5,70.4,61.7,78.3,73.5,65.8,93.1,0.0,93.11608923760699,2.831923256791293
142,1995,5,23,66.3,69.3,63.9,76.9,76.6,65.8,91.0,,93.43991516206867,2.8373757979505587
143,1995,5,24,74.1,73.4,74.7,78.1,77.5,64.7,91.6,0.0,93.75885927677629,2.842820802733296
144,1995,5,25,69.3,77.1,60.8,77.4,77.0,68.9,91.2,0.0,94.07282707170525,2.848258222134498
145,1995,5,26,58.6,62.8,61.9,78.6,76.5,64.0,93.1,0.0,94.38172551142196,2.8536880072174258
146,1995,5,27,63.3,66.2,64.6,78.0,76.8,62.8,94.7,0.0,94.68546306265213,2.8591101091140514
147,1995,5,28,60.4,62.2,64.8,78.9,80.4,65.5,94.7,0.0,94.98394972140416,2.864524479025494
148,1995,5,29,64.7,69.1,69.7,78.9,76.8,70.8,94.4,0.0,95.27709703963919,2.8699310682224604
149,1995,5,30,68.5,71.3,58.2,80.5,71.6,68.4,96.4,0.0,95.56481815148017,2.875329828045685
150,1995,5,31,73.4,71.3,62.5,81.7,72.3,63.0,97.5,0.0,95.84702779895215,2.880720709906366
151,1995,6,1,77.5,73.5,66.2,81.8,76.4,64.0,98.2,0.0,96.123642357246,2.8861036652866026
152,1995,6,2,71.4,74.6,68.8,78.1,80.1,64.3,101.7,0.0,96.39457985949825,2.891478645739833
153,1995,6,3,74.6,75.8,67.5,77.5,80.7,62.0,99.9,0.0,96.65976002107969,2.896845602891269
154,1995,6,4,72.3,73.8,64.8,77.8,79.3,61.7,101.1,0.0,96.91910426338539,2.9022044884383327
155,1995,6,5,71.9,73.6,70.6,79.6,79.0,54.0,99.1,0.0,97.17253573711923,2.9075552541510903
156,1995,6,6,73.8,70.9,74.2,81.4,81.1,50.7,98.5,0.0,97.41997934506605,2.9128978518726862
157,1995,6,7,72.6,77.7,75.6,80.8,82.5,58.1,100.1,0.0,97.66136176434456,2.918232233519778
158,1995,6,8,78.7,80.3,71.8,82.2,83.3,67.9,99.9,0.0,97.89661146813445,2.9235583510829657
159,1995,6,9,67.3,73.2,66.3,84.0,84.0,69.4,101.9,0.0,98.12565874687138,2.928876156627228
160,1995,6,10,68.1,68.9,72.7,81.3,83.4,62.6,100.7,0.0,98.34843572890344,2.9341856022923505
161,1995,6,11,70.2,73.6,70.5,80.6,75.6,56.8,100.3,0.0,98.5648764006029,2.939486640293358
162,1995,6,12,68.7,72.8,62.3,77.6,73.5,60.4,100.9,0.0,98.77491662592759,2.9447792229209444
163,1995,6,13,62.9,65.1,61.5,76.5,72.8,56.0,100.7,0.0,98.9784941654257,2.950063302541902
164,1995,6,14,66.0,68.5,67.8,75.8,73.7,56.4,102.8,0.0,99.1755486946787,2.955338831599549
165,1995,6,15,70.0,71.2,68.4,75.9,74.1,56.0,102.9,0.0,99.3660218221768,2.9606057626141604
166,1995,6,16,73.5,72.8,68.4,77.7,75.7,56.8,102.3,0.0,99.54985710662157,2.9658640481833927
167,1995,6,17,76.8,74.1,70.9,77.1,77.0,56.1,101.9,0.0,99.72700007365076,2.971113640982711
168,1995,6,18,80.4,76.0,73.7,76.0,77.3,53.9,98.3,0.0,99.89739823198015,2.976354493765815
169,1995,6,19,84.6,79.5,77.8,76.5,78.2,55.0,88.0,,100.06100108895794,2.981586559365066
170,1995,6,20,86.4,83.1,79.8,77.5,78.9,56.8,81.5,16.5,100.21776016552678,2.986809790691908
171,1995,6,21,70.1,78.5,79.4,77.0,80.5,57.0,82.9,8.9,100.36762901058914,2.9920241407372945
172,1995,6,22,67.8,70.5,74.2,76.8,80.9,59.3,79.1,0.5,100.51056321477179,2.997229562572111
173,1995,6,23,67.8,70.1,72.9,75.5,80.2,65.5,86.2,4.8,100.64652042358526,3.002426009347596
174,1995,6,24,67.1,71.6,73.7,71.8,81.8,64.8,90.9,0.0,100.7754603499744,3.0076134342957626
175,1995,6,25,69.4,78.4,71.5,76.1,84.1,64.9,93.4,0.0,100.89734478625623,3.012791790729822
176,1995,6,26,72.5,78.6,74.2,75.1,82.4,66.0,94.5,0.0,101.01213761544183,3.0179610320446013
177,1995,6,27,69.2,70.3,73.9,80.0,81.6,69.4,91.7,0.0,101.11980482193847,3.0231211117169634
178,1995,6,28,63.0,68.2,73.9,81.3,83.1,75.5,89.5,0.0,101.22031450162922,3.0282719833062264
179,1995,6,29,67.0,69.2,73.1,81.1,75.2,79.7,91.7,0.0,101.31363687132679,3.03341360045458
180,1995,6,30,73.0,74.4,71.4,80.1,77.1,80.2,94.3,30.7,101.39974427759901,3.0385459168875055
181,1995,7,1,73.4,77.2,72.9,80.8,80.2,74.3,93.8,0.0,101.47861120496304,3.0436688864141885
182,1995,7,2,73.0,76.6,66.6,82.7,80.3,65.5,97.2,0.0,101.5502142834462,3.0487824629279396
183,1995,7,3,71.0,73.2,64.6,80.9,82.1,60.6,94.1,0.0,101.61453229551103,3.053886600406603
184,1995,7,4,74.9,75.5,72.2,85.4,81.7,63.1,97.3,0.0,101.67154618234245,3.058981252912976
185,1995,7,5,74.8,78.4,78.1,84.1,81.3,63.9,94.4,0.0,101.72123904949535,3.064066374595222
186,1995,7,6,75.5,79.8,76.7,82.8,80.1,64.9,96.4,,101.7635961719007,3.0691419196872785
187,1995,7,7,75.0,75.3,73.9,83.0,81.7,61.9,96.0,0.0,101.79860499822901,3.0742078425092743
188,1995,7,8,76.8,78.5,67.2,81.4,84.3,65.9,91.6,0.0,101.8262551546095,3.079264097467939
189,1995,7,9,69.3,68.6,64.5,82.7,83.9,65.4,91.0,0.0,101.84653844770406,3.0843106390570108
190,1995,7,10,74.1,73.6,70.5,82.9,84.4,60.4,88.5,,101.85944886713523,3.08934742185765
191,1995,7,11,73.7,75.4,73.2,78.1,84.8,63.2,86.6,,101.86498258726708,3.0943744005388467
192,1995,7,12,74.0,80.7,76.2,78.2,86.4,64.0,83.4,0.0,101.86313796833892,3.099391529857825
193,1995,7,13,79.8,83.0,79.4,78.0,84.9,63.7,89.5,0.0,101.85391555695114,3.104398764660455
194,1995,7,14,87.5,86.2,80.8,79.6,83.3,64.1,90.1,0.0,101.83731808590328,3.109396059881658
195,1995,7,15,93.7,90.5,87.5,81.9,81.8,67.2,89.6,0.0,101.8133504733842,3.114383370545811
196,1995,7,16,82.6,85.2,78.6,82.6,83.5,69.8,88.9,0.0,101.78201982151478,3.119360651767151
197,1995,7,17,77.6,81.5,77.9,75.7,84.3,76.2,89.8,,101.74333541424332,3.1243278587501804
198,1995,7,18,77.7,82.1,76.4,76.5,85.8,79.3,80.0,2.0,101.69730871459456,3.1292849467900705
199,1995,7,19,81.7,82.1,73.5,80.8,86.6,77.3,87.3,18.3,101.64395336127296,3.1342318712730624
200,1995,7,20,82.3,81.2,74.2,82.7,86.5,71.8,88.2,0.0,101.58328516462122,3.1391685876768687
201,1995,7,21,80.9,81.2,71.9,79.9,85.5,65.5,89.9,0.0,101.51532210193533,3.1440950515710755
202,1995,7,22,78.8,81.7,75.1,82.0,86.7,64.7,84.9,,101.4400843121375,3.1490112186175403
203,1995,7,23,78.8,81.4,77.0,83.5,86.4,67.1,85.4,,101.35759408980864,3.1539170445707936
204,1995,7,24,82.3,84.7,76.5,82.9,85.2,65.5,87.3,,101.26787587858192,3.1588124852784345
205,1995,7,25,81.2,84.3,77.3,78.1,85.7,67.8,84.8,,101.17095626389957,3.1636974966815306
206,1995,7,26,83.9,85.2,76.0,77.8,87.4,64.8,82.6,0.0,101.06686396513514,3.1685720348150106
207,1995,7,27,86.7,86.1,76.1,77.8,87.4,63.9,82.6,0.0,100.95562982708324,3.1734360558080654
208,1995,7,28,81.2,83.5,78.0,77.8,86.2,65.4,83.4,1.0,100.83728681081962,3.178289515884539
209,1995,7,29,87.4,86.8,81.5,78.6,85.3,62.4,86.8,0.0,100.71186998393404,3.183132371363323
210,1995,7,30,85.1,85.2,81.3,81.0,80.5,63.5,88.4,1.0,100.57941651013901,3.1879645786587507
211,1995,7,31,82.5,84.9,79.4,81.2,79.6,67.9,88.4,1.0,100.43996563825742,3.192786094280989
212,1995,8,1,84.8,83.6,81.0,80.1,80.2,69.3,85.1,0.0,100.29355869059219,3.1975968748364307
213,1995,8,2,86.3,86.5,80.8,76.0,77.4,65.1,83.5,,100.14023905068163,3.2023968770280824
214,1995,8,3,80.6,86.5,81.4,78.3,81.5,69.2,78.9,16.5,99.98005215044397,3.2071860576559565
215,1995,8,4,85.7,86.6,79.8,79.0,84.1,70.6,81.3,26.7,99.81304545671485,3.2119643736174606
216,1995,8,5,81.6,84.4,73.1,82.1,85.6,67.3,83.3,12.2,99.63926845718193,3.216731781907783
217,1995,8,6,73.2,76.5,74.9,82.1,83.7,58.8,84.2,4.3,99.45877264572059,3.221488239620281
218,1995,8,7,71.5,73.6,76.8,82.9,82.7,57.8,81.7,37.1,99.27161150713518,3.2262337039468676
219,1995,8,8,71.6,72.3,70.8,82.3,82.3,58.8,79.8,4.6,99.07784050131032,3.2309681321783956
220,1995,8,9,74.7,72.7,69.4,81.5,81.9,62.4,80.9,51.8,98.87751704677699,3.235691481705043
221,1995,8,10,76.4,77.0,74.9,81.6,83.1,62.0,82.5,2.3,98.67070050369806,3.2404037100166962
222,1995,8,11,78.8,80.4,74.5,83.0,83.8,61.2,85.6,2.0,98.45745215627873,3.245104774703332
223,1995,8,12,82.4,82.3,76.8,80.2,81.0,58.9,87.2,0.0,98.23783519460663,3.2497946334553998
224,1995,8,13,81.9,81.9,82.5,82.6,80.8,59.6,85.4,0.0,98.01191469592722,3.2544732440642026
225,1995,8,14,81.7,81.6,81.5,84.2,81.0,59.6,85.3,0.5,97.77975760536,3.2591405644222764
226,1995,8,15,78.9,80.9,83.1,85.6,81.1,58.9,85.5,0.0,97.5414327160613,3.26379655252377
227,1995,8,16,79.7,81.6,83.5,84.2,82.3,59.2,85.8,13.0,97.29701064883926,3.2684411664648207
228,1995,8,17,81.6,85.6,82.6,84.0,82.8,55.3,87.2,8.1,97.04656383122747,3.2730743644439357
229,1995,8,18,83.0,86.9,82.4,86.2,83.0,58.4,85.8,0.0,96.79016647602307,3.2776961047623643
230,1995,8,19,75.3,79.6,75.5,81.8,83.7,64.5,82.2,,96.52789455929593,3.282306345824474
231,1995,8,20,72.4,74.6,76.7,77.4,86.3,64.1,80.8,,96.25982579787525,3.286905046138127
232,1995,8,21,77.6,77.3,77.0,76.9,86.0,65.4,83.8,0.0,95.98603962632046,3.291492164315051
233,1995,8,22,82.0,80.3,74.9,83.7,87.2,63.3,83.2,,95.70661717338295,3.2960676590712144
234,1995,8,23,75.3,75.6,69.4,79.8,84.2,62.6,83.2,0.0,95.42164123796599,3.300631489227194
235,1995,8,24,76.8,77.0,69.7,76.8,82.8,61.4,85.8,0.0,95.13119626458949,3.30518361370855
236,1995,8,25,72.0,76.5,71.1,79.3,84.9,60.6,82.6,1.0,94.8353683183674,3.309723991546193
237,1995,8,26,72.1,72.9,74.5,79.8,85.4,60.5,84.5,8.9,94.53424505950467,3.3142525818767528
238,1995,8,27,77.3,77.0,76.8,81.0,84.6,62.3,85.0,8.1,94.22791571732168,3.318769343942946
239,1995,8,28,72.8,76.7,75.9,82.3,81.5,63.2,79.5,49.0,93.91647106381365,3.3232742370939463
240,1995,8,29,72.2,74.0,74.2,79.3,82.8,62.6,78.3,25.9,93.60000338675293,3.3277672207857445
241,1995,8,30,72.7,79.1,72.8,78.4,76.7,63.5,77.8,91.4,93.27860646234217,3.332248254581518
